Date,E Shredder(kWh), E ECurrent(kWh),SHREDDED(kg),ZORBA(kg),INOX(kg),CUFe(kg),FLUFF(kg),TIME AVAIL(min),FUCHS BREAKDOWN,BIG PIECES,BLOCKING,2nd PROCESSING OF RUBBISH FROM MOTORS,NO SCRAP IN FEEDING AREA into machine(break change of material etc.),NO ELECTRICAL POWER,NO SCRAP IN THE PLANT OR PROPER MIX,SCALE,START-FINISH TIME,MECHANICAL,ELECTRICAL,ELECTRONIC,FIRE - EXPLOSION,BELTS PROBLEMS,HAMMERS AND FACING PROBLEMS,HYDRAULICS,OTHER,40000,40001,40002,40003,40004,40005,40006,40008,40009,40011,40012,40016,40017,40018,40020,40021,40240,40242,40296,40297,70001
2538,   87,108815,2030,80,140,19505,480,0,4,3,40,30,0,0,0,110,0,0,0,0,0,0,0,0,28405,2865,19695,0,0,0,0,76030,      0,0,0,0,0,0,0,0,0,0,0,0,3575,
1229,   83,31405,335,50,80,4345,600,0,0,0,0,52,0,0,0,8,457,0,0,0,0,0,0,0,12805,0,0,0,0,0,0,23410,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2064,   79,69530,825,40,130,21370,600,0,0,0,0,30,0,0,0,62,184,0,0,0,4,0,0,0,15925,16150,44930,0,0,0,0,14890,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2701,  109,88715,1045,60,200,24535,480,0,0,10,0,30,0,0,0,67,0,0,0,0,0,0,0,0,12830,14230,58505,0,0,0,0,28990,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2939,  123,102055,795,100,165,24780,480,0,0,0,0,35,0,0,0,63,0,0,0,0,16,0,0,0,8325,21150,34610,0,0,0,0,39375,      0,0,0,0,0,0,0,0,0,0,0,0,24435,
2627,  143,118885,915,170,205,25840,480,0,0,5,0,30,0,0,0,44,0,0,0,0,30,0,0,0,19495,21760,46265,0,0,0,0,58495,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2566,  160,96580,1200,55,185,22705,480,0,4,3,0,30,0,0,0,62,50,0,0,0,0,0,0,0,17120,34800,47805,0,0,0,0,21000,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2536,  134,80380,905,80,100,24690,480,30,0,0,0,30,0,0,0,60,46,0,0,0,3,0,0,0,24830,12350,24885,0,0,0,0,21545,      0,0,0,0,0,0,0,0,0,0,0,0,22545,
788,   82,36710,12210,100,635,6600,480,0,0,0,180,30,0,0,0,5,0,0,0,107,36,0,0,0,0,5010,0,0,0,0,0,0,      0,38765,15440,0,0,0,0,0,0,0,0,0,0,
4617,  238,72750,1185,165,120,10730,480,0,60,2,0,30,0,0,0,60,0,88,0,0,0,0,0,0,13140,22325,26420,0,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,23065,
1730,  107,90735,23065,420,1205,17920,480,40,0,64,0,30,0,0,0,66,0,0,0,0,0,0,0,0,0,8705,0,0,0,0,0,0,   7960,51340,57970,0,10475,4495,0,0,0,0,0,0,0,
2224,   91,87290,730,100,175,15830,480,0,4,0,0,30,0,0,0,63,0,122,0,0,15,0,0,0,14720,0,51275,0,0,0,0,38130,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2672,  105,116240,1185,65,110,24265,510,0,0,0,0,30,0,0,0,95,0,0,0,0,0,0,11,0,4015,36380,52070,0,0,0,0,20020,      0,0,0,0,0,0,0,0,0,0,0,0,29380,
2691,   93,110610,780,115,150,18050,480,6,0,0,0,30,0,0,0,65,0,0,0,0,0,0,0,0,29105,31915,44970,0,0,0,0,23715,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2532,  135,115485,1130,60,200,18165,480,0,6,4,0,47,0,0,0,65,0,0,0,0,30,0,0,0,4715,9525,27195,0,0,0,0,76355,      0,0,0,0,0,0,0,0,0,0,0,0,17250,
2644,  108,138840,1095,220,180,16605,480,15,0,18,0,30,0,0,0,64,0,0,0,0,0,0,0,0,0,0,34710,0,0,0,0,122230,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2572,  115,145675,1650,220,150,27745,480,0,0,8,0,30,0,0,0,64,0,0,0,0,0,0,0,0,10000,6820,12650,0,0,0,0,126105,      0,0,0,0,0,0,0,0,0,0,0,0,19865,
2629,  120,133135,1475,215,155,26095,480,9,3,0,0,56,0,0,0,64,0,0,0,0,0,0,0,0,0,38145,31175,0,0,0,0,84435,      0,0,0,0,0,0,0,0,0,0,0,0,7320,
2288,  100,99650,1060,155,80,15565,480,0,0,4,0,138,0,0,0,64,0,0,0,0,0,0,0,0,5640,36915,14115,0,0,0,0,52760,      0,0,0,0,0,0,0,0,0,0,0,0,7080,
2912,  106,90405,815,135,90,20185,480,0,0,0,0,50,0,0,0,63,0,0,0,0,0,0,0,0,6595,28595,34980,0,0,0,0,41460,      0,0,0,0,0,0,0,0,0,0,0,0,0,
1705,  126,90655,23715,245,1575,13295,480,0,0,49,0,30,0,0,0,59,55,0,0,0,18,0,0,0,0,9070,0,0,0,0,0,0,  18735,14320,84645,0,9975,0,0,0,0,0,0,0,0,
1723,   85,60110,695,100,95,9380,480,0,0,53,0,95,0,0,0,59,13,0,0,0,0,0,0,0,0,25085,5060,0,0,0,0,30840,      0,0,0,0,0,0,0,0,0,0,0,0,9395,
2685,   94,99800,910,100,85,14660,480,46,0,3,0,47,0,0,0,57,0,0,0,0,0,0,0,0,20890,4145,15845,0,5750,0,0,57795,      0,0,0,0,0,0,0,0,0,0,0,0,11130,
2920,  110,83095,600,70,140,20125,480,21,0,0,0,30,0,0,0,66,0,0,0,0,12,0,0,0,0,25885,36545,0,0,0,0,30655,      0,0,0,0,0,0,0,0,0,0,0,0,10945,
3122,  125,87925,500,55,105,21385,480,0,0,0,0,30,0,0,0,60,0,0,0,0,12,0,0,0,13720,0,37325,0,11325,0,0,47600,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2843,  137,122475,655,175,125,29780,480,0,0,0,0,42,0,0,0,59,11,0,0,0,30,0,0,0,28435,20175,32355,0,4765,0,0,57210,      0,0,0,0,0,0,0,0,0,0,0,0,10270,
2460,  109,88170,495,100,90,13910,480,69,0,12,0,66,0,0,0,64,0,0,0,0,0,0,0,0,13415,0,10000,0,5255,0,0,68255,      0,0,0,0,0,0,0,0,0,0,0,0,5840,
2799,  106,98990,685,140,145,20315,480,0,0,45,0,30,0,0,0,63,0,0,0,0,0,0,0,0,8020,0,35550,9270,0,0,0,66700,      0,0,0,0,0,0,0,0,0,0,0,0,735,
2273,  107,82105,580,100,155,18690,480,0,0,0,0,116,0,0,0,64,0,0,0,0,13,0,0,0,7270,9280,13135,10660,6040,0,0,50015,      0,0,0,0,0,0,0,0,0,0,0,0,5230,
2827,   96,118015,700,120,125,23910,480,0,0,10,0,73,0,0,0,63,0,0,0,0,0,0,0,0,26930,10015,31890,5925,0,0,0,68110,      0,0,0,0,0,0,0,0,0,0,0,0,0,
745,   52,15575,3425,55,90,3510,480,0,0,0,0,403,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10245,      0,13060,0,0,0,0,0,0,0,0,0,0,0,
1717,   90,34550,11960,95,405,7650,630,0,0,47,0,64,0,0,0,4,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,4780,      0,0,52805,0,0,0,0,0,0,0,0,0,0,
2625,   89,89435,1195,210,205,16205,480,5,0,0,0,30,0,0,0,59,0,0,0,0,48,0,0,0,9190,0,0,16270,0,0,0,47685,      0,0,0,0,0,0,0,0,0,0,0,0,34105,
2859,  132,97835,630,210,165,14575,480,0,0,3,0,40,0,0,0,62,0,0,0,0,0,0,0,0,26380,8825,28150,4670,5545,0,0,37725,      0,0,0,0,0,0,0,0,0,0,0,0,2120,
1158,   44,63120,12950,50,240,7390,570,0,0,0,0,30,0,0,0,57,0,0,0,0,315,0,0,0,0,5125,0,0,0,0,0,0,      0,36890,45265,0,0,0,0,0,0,0,0,0,0,
2698,  113,71475,1260,200,195,18880,660,0,0,6,0,30,0,0,0,64,0,120,0,0,99,0,0,0,8400,0,5405,16355,0,0,0,30635,      0,0,0,0,0,0,0,0,0,0,0,0,31215,
5198,  206,96785,745,175,145,25670,540,0,0,0,0,30,0,0,0,64,19,0,0,0,0,0,0,0,8015,10365,47690,20620,11300,0,0,25530,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2511,  101,78265,20265,200,705,19710,540,0,0,92,0,30,0,0,0,152,0,63,0,0,12,0,0,0,0,0,0,0,0,0,0,1500,      0,33115,88190,0,970,2500,0,0,0,0,0,0,0,
2748,   88,63030,865,75,450,10440,480,0,0,0,70,30,0,0,0,65,0,0,0,0,0,0,0,0,3345,7610,14720,12190,0,0,0,26115,      0,0,0,0,0,0,0,0,0,0,0,0,10880,
1807,   78,52615,2370,125,205,8800,480,141,0,0,0,19,0,0,0,70,0,0,0,0,0,0,0,0,0,6150,5270,17345,0,0,0,28075,      0,0,0,0,3125,0,0,0,0,0,0,0,4150,
2118,   78,59130,520,210,120,10120,480,154,0,0,0,30,0,0,0,65,0,0,0,0,0,0,0,0,6725,0,5120,18100,5105,0,0,35050,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2917,   90,89195,1095,175,155,22655,600,0,0,0,120,45,0,0,0,64,0,0,0,0,0,0,0,0,4165,0,42540,12190,8075,0,0,42935,      0,0,0,0,0,0,0,0,0,0,0,0,3370,
3048,  100,95945,525,155,100,24755,540,0,0,0,0,30,0,0,0,64,62,0,0,0,0,0,0,0,9120,9990,42650,16750,0,0,0,42065,      0,0,0,0,0,0,0,0,0,0,0,0,905,
3586,  122,113250,605,150,125,22020,480,0,0,0,0,30,0,0,0,70,0,93,0,0,0,0,0,0,21965,0,36330,7045,5780,0,0,60180,      0,0,0,0,0,0,0,0,0,0,0,0,4850,
2187,   75,78330,435,165,110,16495,480,10,0,0,0,30,0,0,0,70,0,93,0,0,0,0,0,0,20550,0,14515,18515,0,0,0,29000,      0,0,0,0,0,0,0,0,0,0,0,0,12955,
3210,  113,136245,585,165,135,23980,540,9,0,12,0,30,0,0,0,66,0,0,0,0,0,0,0,0,37920,18925,21975,14005,10950,0,0,53230,      0,0,0,0,0,0,0,0,0,0,0,0,4105,
3128,  104,117760,775,160,140,21985,570,0,0,124,0,30,0,0,0,10,0,0,0,0,3,0,0,0,28955,9175,5875,6500,12320,0,0,70995,      0,0,0,0,0,0,0,0,0,0,0,0,7000,
3335,  107,131465,590,185,210,28115,540,2,0,2,0,34,0,0,0,66,0,0,0,0,31,0,0,0,20065,16730,30490,6890,0,0,0,70100,      0,0,0,0,0,0,0,0,0,0,0,0,16290,
3527,  117,124915,645,165,140,32055,540,0,0,9,0,55,0,0,0,65,0,0,0,0,0,0,0,0,13665,1590,37400,12905,5360,0,0,80750,      0,0,0,0,0,0,0,0,0,0,0,0,6250,
2971,  117,90039,475,105,215,27780,540,9,0,0,0,30,0,0,0,65,0,89,0,0,0,0,0,0,28270,0,36720,5905,5100,0,0,40405,      0,0,0,0,0,0,0,0,0,0,0,0,2214,
2465,   76,91205,415,130,60,25095,660,0,0,0,0,49,0,0,0,61,240,0,0,0,9,0,0,0,14930,23645,36520,0,5385,0,0,34795,      0,0,0,0,0,0,0,0,0,0,0,0,1630,
2472,   88,85935,460,150,110,18570,540,0,0,0,0,36,0,0,0,66,0,0,0,0,144,0,0,0,13630,0,20400,11595,0,0,0,59600,      0,0,0,0,0,0,0,0,0,0,0,0,0,
1217,   57,33100,12205,330,565,14935,480,34,0,0,0,30,0,0,0,248,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,      0,59900,0,0,4295,0,0,0,0,0,0,0,0,
2940,  105,78160,655,195,185,26265,540,0,0,15,0,30,0,0,0,66,0,22,0,0,0,0,0,0,6160,0,45145,12020,11525,0,0,25800,      0,0,0,0,0,0,0,0,0,0,0,0,4810,
2571,   94,76765,525,185,135,22310,480,0,0,0,0,30,0,0,0,63,30,0,0,0,0,0,0,0,4175,0,38145,0,0,0,0,40870,      0,0,0,0,0,0,0,0,0,0,0,0,16730,
2317,   79,61890,525,130,175,18955,540,0,0,2,0,196,0,0,0,65,0,0,0,0,0,0,0,0,8660,0,34095,0,0,0,0,32960,      0,0,0,0,0,0,0,0,0,0,0,0,5960,
2288,   93,69425,785,80,205,9200,480,120,0,0,0,30,0,0,0,65,10,0,0,0,0,0,0,0,9735,22240,0,29975,6140,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,11605,
1258,   65,43495,19940,70,525,13150,480,10,0,54,0,30,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0,37131,35736,0,3868,4240,0,0,0,0,0,0,0,
1098,  105,35035,690,155,150,5600,480,0,0,32,180,40,0,0,0,72,0,0,0,0,0,0,0,0,0,11705,5215,19440,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,5270,
2857,  149,86325,2385,155,280,29010,480,0,0,3,0,35,0,0,0,65,0,0,0,0,0,0,0,0,0,0,31855,37885,0,0,0,22625,      0,7232,0,0,0,0,0,0,0,0,0,0,18558,
3270,  167,98245,1255,215,300,32970,540,0,0,0,0,47,0,0,0,65,0,0,0,0,0,0,0,0,11955,22390,26770,22680,27435,0,0,5755,      0,0,0,0,0,0,0,0,0,0,0,0,16000,
2873,  163,100625,550,160,240,26415,540,0,0,39,0,30,0,0,0,66,14,0,0,0,4,0,0,0,25500,4655,28390,9370,0,0,0,60075,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2298,  122,70300,590,135,160,14800,480,0,0,0,0,30,0,0,0,136,0,0,0,0,0,0,0,0,9030,0,26600,0,0,0,0,50355,      0,0,0,0,0,0,0,0,0,0,0,0,0,
5798,  242,161810,720,195,285,37015,540,0,0,0,0,30,0,0,0,66,0,0,0,0,0,0,0,0,44700,14370,24475,26050,0,0,0,85430,      0,0,0,0,0,0,0,0,0,0,0,0,5000,
2696,   97,64335,270,115,165,22670,480,0,0,0,0,77,0,0,0,65,0,0,0,0,0,0,0,0,12000,3905,37720,22030,0,0,0,10000,      0,0,0,0,0,0,0,0,0,0,0,0,1900,
1595,   53,48975,300,120,95,14580,540,0,0,0,0,30,0,0,0,70,0,0,0,0,210,0,0,0,14710,2050,18965,18410,0,0,0,9935,      0,0,0,0,0,0,0,0,0,0,0,0,0,
3037,   90,72855,620,70,160,24385,480,0,0,0,0,30,0,0,0,66,0,0,0,0,25,0,0,0,5160,7340,38115,9190,16915,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,21370,
2318,   97,47165,305,70,155,9500,480,0,0,91,0,30,0,0,0,70,20,0,0,0,15,0,0,0,11270,8445,12465,20010,610,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,4395,
1557,   70,62065,19370,235,955,20250,480,0,0,8,0,30,0,0,0,124,25,39,0,0,9,0,0,0,0,0,0,0,0,0,0,0,      0,49960,53405,0,2875,2350,0,0,0,0,0,0,0,
1368,  127,27640,305,0,0,7300,480,0,0,120,56,30,0,0,0,65,0,69,0,0,0,0,0,0,0,18590,15205,0,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,1450,
0,    0,41370,330,205,0,14985,330,6,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,23375,30090,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,3425,
2845,   97,68560,535,230,0,23355,480,0,0,5,0,30,0,0,0,62,27,0,20,0,0,0,0,0,10500,5540,42725,17135,13775,0,0,3005,      0,0,0,0,0,0,0,0,0,0,0,0,0,
1585,   52,31180,350,105,0,9400,570,0,0,15,0,30,0,0,0,68,30,0,0,0,0,240,0,0,5370,4290,6820,16225,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,8330,
2006,  100,37670,220,45,0,23175,690,0,0,0,0,25,0,0,0,65,275,0,0,67,0,0,0,0,0,18675,33485,740,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,8210,
1415,   95,83280,21610,150,0,14745,480,9,0,4,0,30,0,0,0,79,31,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,  18145,24075,81070,0,0,2150,0,0,0,0,0,0,0,
2917,  170,67135,805,145,0,22955,540,19,0,34,0,30,0,0,0,47,0,0,0,0,0,0,40,0,14745,0,41010,7345,18310,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,9630,
3485,  172,69645,780,175,0,30945,660,50,0,30,0,45,0,0,80,63,0,0,0,0,0,0,0,0,12170,3160,44535,28620,13060,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
3486,  172,101075,595,240,0,50490,660,21,0,0,0,45,0,0,0,65,0,0,0,0,0,0,0,0,22835,0,80625,32650,10720,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,5570,
1795,  168,32080,395,95,0,15500,480,0,0,0,100,61,0,0,10,46,0,22,0,0,0,0,0,0,0,0,20420,19965,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,7685,
3938,  139,74625,875,85,190,36265,660,22,0,19,50,53,0,0,0,65,0,0,0,0,0,0,5,0,7180,5130,59900,26615,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,13215,
1706,   56,84060,22260,105,360,18725,600,0,0,12,0,72,0,0,0,106,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,      0,24345,104015,0,4470,0,0,0,0,0,0,0,0,
3610,  205,65010,605,105,175,30525,690,0,0,13,0,45,0,0,0,61,69,0,0,0,77,0,0,0,0,11385,40105,24785,12050,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,8095,
5141,  203,51050,525,365,375,21660,660,41,0,0,41,45,0,0,11,67,0,0,0,0,41,0,0,0,0,0,40230,33745,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2494,   87,40395,385,30,140,14600,540,10,0,0,0,161,0,0,20,66,0,0,0,0,0,0,0,0,0,0,23945,17095,0,0,0,0,      0,0,14510,0,0,0,0,0,0,0,0,0,0,
3390,  102,60090,410,35,160,19945,600,0,0,184,0,30,0,0,0,6,0,0,0,0,0,0,0,0,7935,4905,34595,14960,18245,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
1309,   52,15500,175,25,70,4100,810,6,0,0,0,60,0,0,0,327,0,0,0,0,0,240,0,0,0,11930,0,0,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,7940,
3059,  107,58900,295,85,180,25135,660,0,0,32,0,45,0,0,0,213,0,0,0,0,0,0,0,0,13330,5175,21005,16260,14395,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,14430,
3027,  161,50325,250,0,155,26605,660,0,0,0,0,45,0,0,0,46,0,0,0,0,178,0,0,0,11605,2100,59590,0,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,4040,
4251,  129,93180,490,115,240,49550,720,0,0,0,0,50,0,0,0,65,78,48,0,0,2,0,0,0,9170,8770,75915,20900,21425,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,7395,
2769,  108,55150,325,30,140,31730,570,9,0,0,0,32,0,0,45,94,0,0,0,0,68,0,0,0,4205,0,51925,27880,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,3365,
2577,  105,47165,540,155,265,20100,690,60,0,0,0,30,0,0,75,61,76,0,0,0,26,0,105,0,4265,10455,24630,21625,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,7250,
1835,   77,43600,395,50,135,19130,480,0,0,0,0,30,0,0,5,64,150,0,0,0,0,0,0,0,3855,0,31740,22655,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,5060,
1455,   83,54020,21085,395,680,18385,480,0,0,0,0,45,0,0,27,59,15,0,0,0,73,0,50,0,0,0,0,0,0,0,0,0,      0,62665,35575,0,0,1170,0,0,0,0,0,0,0,
4077,  150,97345,1390,190,620,40250,660,0,0,0,0,45,0,0,0,65,13,0,0,0,0,0,0,0,7045,5350,45365,34580,19715,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,27740,
2022,   74,43660,575,135,115,25240,630,0,0,0,170,120,0,0,0,27,27,36,0,0,0,0,0,0,11850,17995,31875,0,8005,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
3825,  150,77415,635,210,245,25170,720,0,0,0,90,65,0,0,0,54,10,0,0,0,0,0,0,0,7035,0,48615,31560,16465,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2657,   86,51500,280,135,300,30675,630,0,0,0,0,30,0,0,38,71,183,17,0,0,0,0,0,0,33605,7485,41800,0,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2529,   90,49870,800,145,190,27995,720,15,0,0,0,45,0,0,0,65,230,40,0,0,0,0,0,0,0,0,41430,37570,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2529,   90,49870,800,145,190,27995,720,15,0,0,0,45,0,0,0,65,230,40,0,0,0,0,0,0,0,0,41430,37570,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
4219,  143,83570,1210,135,280,29115,630,0,0,0,0,45,0,0,0,58,8,0,0,0,0,0,0,0,25930,0,44870,24005,16005,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,3500,
4081,  129,87485,725,95,275,39500,720,0,0,0,18,45,0,0,18,66,0,33,0,0,0,0,0,0,7510,34995,51480,21585,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,12510,
1496,   75,51650,21340,240,1270,15580,570,0,0,103,0,30,0,0,81,154,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,      0,43490,46460,0,5505,0,0,0,0,0,0,0,0,
4560,  129,96190,1100,195,445,35495,720,0,0,12,0,45,0,0,0,67,73,0,0,0,0,0,0,0,26705,0,53050,38020,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,15650,
5015,  122,93525,915,135,345,48700,720,15,0,0,0,45,0,0,0,65,40,0,0,0,0,0,0,0,22420,0,76865,18100,20035,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,6200,
532,   70,14830,10,35,135,5500,600,0,0,0,0,45,0,0,24,279,0,0,0,0,160,0,0,0,3525,0,6210,10775,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2910,   72,46915,790,80,260,22400,600,0,0,3,90,57,0,0,0,95,0,0,0,0,0,0,0,0,7620,4060,21675,15390,7065,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,14635,
2814,   73,49815,970,115,445,25685,480,30,0,0,0,30,0,0,0,61,0,0,0,0,0,0,0,0,20000,21110,23305,0,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,12615,
1433,   50,37260,290,55,155,16000,720,0,0,0,0,30,0,0,0,80,15,0,0,0,0,423,0,0,17720,0,11940,24100,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2632,   84,75690,670,100,285,21325,480,0,0,5,0,30,0,0,0,64,7,0,0,0,0,0,0,0,0,20865,30000,28185,19020,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
3495,  115,83240,675,100,415,42830,720,30,0,0,0,75,0,0,0,66,20,0,0,0,69,0,0,0,13065,9605,53725,27425,7315,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,16125,
1724,   72,41610,3655,30,350,18810,720,20,0,23,240,101,0,0,0,78,0,0,0,0,21,0,0,0,5810,5535,15875,0,17290,0,0,0,      0,0,15120,0,0,0,0,0,0,0,0,0,5420,
3148,  113,64605,525,95,195,41215,720,26,0,0,165,45,0,0,0,71,0,0,0,0,0,0,0,0,34425,0,40700,26820,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,4690,
3671,  103,88105,760,165,440,39920,630,0,0,0,0,51,0,0,0,63,0,0,0,0,0,0,0,0,4655,5855,85040,14405,4525,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,14910,
3292,  104,85210,490,65,165,37680,630,0,0,0,0,45,0,0,15,80,8,0,0,0,0,0,0,0,11155,7665,88270,12990,3530,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
933,   46,29420,14010,170,940,11025,660,18,0,63,180,30,0,0,0,67,114,45,0,0,21,0,0,0,0,0,0,0,0,0,0,0,      0,9895,44050,0,4770,0,0,0,0,0,0,0,0,
2414,   77,46410,830,75,235,17165,480,0,0,0,0,30,0,0,0,65,76,0,0,0,0,0,0,0,0,0,48940,6635,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,9140,
2084,   67,47170,585,105,215,22840,660,0,0,7,180,100,0,0,0,62,0,0,0,0,0,0,0,0,22235,0,21975,5340,0,0,0,0,      0,0,13950,0,0,0,0,0,0,0,0,0,7415,
750,   32,24860,11235,165,765,6845,480,0,0,0,180,30,0,0,0,109,30,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,      0,25245,21375,0,0,0,0,0,0,0,0,0,0,
3704,  119,88375,1010,255,335,44355,720,0,0,0,0,98,0,0,0,60,26,0,0,0,33,0,0,0,24625,15650,51325,42730,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
4074,  131,112924,1615,350,940,42435,720,0,0,0,0,45,0,0,37,62,20,0,0,0,23,0,0,0,11995,9510,8520,84780,33225,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,10234,
1050,   83,47690,20470,105,890,8605,690,0,0,25,0,30,0,0,0,75,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0,18385,58930,0,5610,590,0,0,0,0,0,0,0,
2205,   64,53665,1205,170,415,15395,480,0,0,0,45,30,0,0,0,63,51,0,0,0,4,0,0,0,10975,0,23625,13675,17615,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,4960,
2230,   67,57700,710,230,580,15000,480,60,0,0,0,30,0,0,0,107,0,0,0,0,0,0,0,0,12310,0,3730,42130,9805,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,6245,
2702,   83,70445,1075,215,570,19220,480,0,0,2,0,30,0,0,0,65,0,0,0,0,0,0,0,0,0,37820,0,0,0,0,0,0,      0,0,46255,0,0,0,0,0,0,0,0,0,7450,
2467,   79,52945,470,130,305,22545,480,40,0,0,0,30,0,0,0,65,0,22,0,0,12,0,0,0,2140,0,44135,30120,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2738,   89,59940,520,215,405,17420,480,0,0,2,0,30,0,0,0,99,0,19,0,0,0,0,0,0,15890,10990,36340,0,15280,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2450,   71,53305,520,180,630,31255,480,0,0,0,0,30,0,0,0,74,85,0,0,0,6,0,0,0,0,13620,23305,36230,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,12735,
1707,   55,41000,485,180,240,18000,480,36,0,0,0,30,0,0,0,191,0,0,0,0,0,0,0,0,18365,0,23900,9530,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,8110,
2542,   80,53670,625,255,405,22920,600,54,0,0,0,150,0,0,0,59,0,0,0,0,0,0,0,0,7810,0,20295,31995,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,17775,
643,   45,22185,7175,75,590,4390,480,0,0,0,180,60,0,0,0,67,0,0,0,0,74,0,0,0,1355,0,0,0,0,0,0,0,      0,11790,16990,0,645,0,0,0,0,0,0,0,5480,
2568,   92,67735,1285,275,550,20300,480,6,0,0,0,30,0,0,0,67,0,0,0,0,0,0,0,0,0,13560,4275,45620,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,26690,
2432,   85,66220,620,205,445,21250,480,90,0,0,0,30,0,0,0,64,0,0,0,0,19,0,0,0,0,11770,45265,0,31705,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
