Date,E Shredder(kWh), E ECurrent(kWh),SHREDDED(kg),ZORBA(kg),INOX(kg),CUFe(kg),FLUFF(kg),TIME AVAIL(min),FUCHS BREAKDOWN,BIG PIECES,BLOCKING,2nd PROCESSING OF RUBBISH FROM MOTORS,NO SCRAP IN FEEDING AREA into machine(break change of material etc.),NO ELECTRICAL POWER,NO SCRAP IN THE PLANT OR PROPER MIX,SCALE,START-FINISH TIME,MECHANICAL,ELECTRICAL,ELECTRONIC,FIRE - EXPLOSION,BELTS PROBLEMS,HAMMERS AND FACING PROBLEMS,HYDRAULICS,OTHER,40000,40001,40002,40003,40004,40005,40006,40008,40009,40011,40012,40016,40017,40018,40020,40021,40240,40242,40296,40297,70001
2774,   94,77985,630,385,645,37630,480,0,0,0,0,30,0,0,0,63,3,0,0,0,4,0,0,0,26975,0,66850,19450,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,4000,
2676,   76,61560,585,255,580,27825,480,0,0,0,0,30,0,0,0,65,0,0,0,0,0,0,0,0,7585,0,35780,40425,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,7015,
2997,   83,73565,620,180,335,22110,480,17,0,0,0,30,0,0,0,61,0,0,0,0,0,0,0,0,0,7695,40270,45240,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,3605,
2786,   78,76555,710,175,335,23200,480,0,0,36,0,30,0,0,0,59,6,0,0,0,0,0,0,0,0,10670,29535,39205,16545,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,5020,
2938,   76,73610,655,195,265,29185,480,0,0,0,0,77,0,0,0,60,0,0,0,0,7,0,0,0,10400,0,37730,25245,27285,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,3250,
2211,   73,51135,570,115,140,23195,480,0,0,0,0,30,0,0,0,177,28,0,0,0,0,0,0,0,11755,0,22400,22620,11900,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,6480,
2679,   71,56440,780,220,430,20500,480,0,0,0,0,105,0,0,0,60,0,0,0,0,0,0,0,0,0,0,35875,33310,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,9185,
3296,   72,76710,835,175,390,32265,480,0,0,0,0,30,0,0,0,63,0,0,0,0,11,0,0,0,11275,0,45450,33670,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,19980,
1111,   88,33800,15090,155,505,8275,690,0,0,0,390,30,0,0,28,64,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,      0,22055,32660,0,6805,0,0,0,0,0,0,0,0,
3008,   75,64355,1360,350,575,18815,480,39,0,0,0,30,0,0,0,65,0,0,0,0,10,0,0,0,11935,13250,35005,0,24120,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,1145,
3411,   75,75660,1015,340,505,28385,480,0,0,0,0,30,0,0,0,61,0,0,0,0,0,0,0,0,8755,0,37190,54080,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,5880,
3293,   74,81475,1475,270,490,26980,480,0,0,15,0,30,0,0,0,61,0,0,0,0,0,0,0,0,16395,9430,25245,39910,14130,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,5580,
3448,   73,200375,915,220,635,29965,480,38,0,0,0,30,0,0,0,56,0,0,0,0,0,0,0,0,54230,32500,62495,40870,30580,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,11435,
2906,   91,160105,705,280,370,34310,480,0,0,24,0,30,0,0,0,77,0,0,0,0,0,0,0,0,30415,0,63395,80995,15380,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,5585,
3778,  103,21995,730,140,295,22970,660,0,0,0,0,45,0,0,0,66,0,87,0,0,0,0,0,0,0,11365,0,0,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,34765,
2931,   76,63645,660,160,290,20050,480,0,0,0,0,30,0,0,0,47,0,0,0,0,33,0,0,0,24285,13460,47060,0,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2260,   52,47280,660,220,385,15690,660,5,0,0,0,30,0,0,0,58,0,0,0,0,330,0,0,0,24995,6050,11400,21790,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
3227,   90,60575,1010,235,660,18235,480,0,0,0,0,30,0,0,0,59,0,30,0,0,3,0,0,0,10520,0,47460,11580,11155,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
3251,   87,58865,1030,140,425,20940,480,0,0,8,0,30,0,0,0,57,0,35,0,0,0,0,0,0,4115,0,21205,19190,25095,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,11795,
2951,   75,55705,370,205,325,16845,480,0,0,0,0,30,0,0,0,56,0,129,0,0,0,0,0,0,10280,15875,17470,0,11525,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,18300,
3048,   74,57760,685,230,340,20510,480,0,0,0,0,30,0,0,0,65,0,0,0,0,0,0,0,0,0,0,40145,39380,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
1348,  129,35390,19195,265,580,12710,480,0,0,73,0,67,0,0,0,192,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,      0,38800,16410,0,9605,8380,0,0,0,0,0,0,0,
3475,   74,67290,1145,185,425,26850,480,24,0,0,0,30,0,0,0,62,0,0,0,0,0,0,0,0,7250,12035,32525,36355,7730,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
3280,   80,61705,605,110,440,16210,480,0,0,3,0,90,0,0,0,64,0,0,0,0,0,0,0,0,10065,14395,11790,23195,12450,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,7175,
2318,   58,40890,470,120,125,16165,480,0,0,194,0,30,0,0,0,10,14,0,0,0,0,0,0,0,0,8715,0,23315,13300,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,12440,
2880,   70,53480,625,150,280,25455,480,0,0,0,0,30,0,0,0,64,0,0,0,0,40,0,0,0,9835,14260,24900,15730,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,15265,
2250,   72,27850,795,270,460,21335,480,0,0,0,0,135,0,0,0,60,0,0,0,0,0,0,0,0,16315,0,23805,10590,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2661,   76,37140,510,200,345,26025,480,0,0,0,0,80,0,0,0,63,0,0,0,0,0,0,0,0,0,0,37185,14380,6745,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,5910,
2287,   74,50590,400,60,130,18925,510,0,0,71,0,30,0,0,0,56,20,0,0,0,95,0,0,0,0,0,10085,17840,0,0,0,0,      0,0,15330,0,0,0,0,0,0,0,0,0,26850,
4573,  126,57095,600,135,235,28645,480,0,0,0,0,30,0,0,0,191,0,0,0,0,0,0,0,0,7730,6060,52810,5090,8900,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,6120,
3792,  112,99760,1170,215,380,41335,660,0,0,12,0,45,0,0,0,70,0,55,0,0,0,0,0,0,12810,10970,91330,10770,14280,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,2700,
1046,   96,14585,8355,220,635,8395,720,0,0,0,0,30,0,0,0,61,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0,30745,3750,0,0,0,0,0,0,0,0,0,0,
2819,  126,57630,1565,175,405,18520,600,0,0,0,0,40,0,0,0,58,0,142,0,0,4,0,0,0,7340,9685,29090,7910,2175,0,7635,0,      0,0,0,0,0,0,0,0,0,0,0,0,14460,
3002,  139,56990,805,160,395,29180,660,0,0,0,0,40,0,0,0,62,182,0,0,0,0,0,0,0,9300,0,58620,14325,0,0,5285,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
3797,  114,98105,1090,165,310,34820,660,26,0,0,0,42,0,0,0,61,0,53,0,0,26,0,0,0,12730,23640,73925,15005,5375,0,3815,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
3797,  114,98105,1090,165,310,34820,660,26,0,0,0,42,0,0,0,61,0,53,0,0,26,0,0,0,12730,23640,73925,15005,5375,0,3815,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
3807,  109,93765,955,165,545,54870,660,0,0,0,0,40,0,0,0,64,88,0,0,0,0,0,0,0,20165,8645,71635,0,25915,0,13940,0,      0,0,0,0,0,0,0,0,0,0,0,0,10000,
4387,  223,59025,20975,140,360,9250,660,0,0,39,0,13,0,0,0,101,255,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,      0,18370,73335,0,3855,640,0,0,0,0,0,0,0,
2964,   77,73355,850,115,295,20300,510,0,0,0,0,30,0,0,0,68,14,30,0,0,0,0,0,0,16630,0,24685,22140,8315,0,16275,0,      0,0,0,0,0,0,0,0,0,0,0,0,6870,
2775,   86,53945,415,115,205,20110,480,0,0,13,0,30,0,0,0,65,0,0,0,0,0,0,0,0,14810,3525,30845,14605,4300,0,6705,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2775,   86,56020,710,115,210,18675,660,0,0,164,0,30,0,0,0,66,0,46,0,0,0,0,0,0,27145,3285,14535,9875,6520,0,14370,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2744,   76,59920,525,65,175,28380,480,0,0,0,0,30,0,0,43,74,0,0,0,0,0,0,0,0,25015,0,9990,6045,15260,0,13180,0,      0,0,0,0,0,0,0,0,0,0,0,0,19575,
6972,  214,94540,985,220,630,41945,660,0,0,6,0,85,0,0,0,65,0,0,0,0,5,0,0,0,0,7565,73800,22280,10505,0,17505,0,      0,0,0,0,0,0,0,0,0,0,0,0,6665,
1893,   71,33150,695,105,235,15145,660,60,0,0,0,30,0,0,0,11,0,0,0,0,0,302,0,0,18015,0,16525,14790,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2689,   90,45095,630,90,435,23000,660,0,0,0,0,45,0,0,0,65,210,8,0,0,0,0,0,0,17535,0,16480,0,12810,0,15405,0,      0,0,0,0,0,0,0,0,0,0,0,0,7020,
3534,  115,56595,780,30,235,21445,690,16,25,0,0,57,0,0,0,71,0,0,0,0,100,0,0,0,6500,13825,32315,10845,0,0,4660,0,      0,0,0,0,0,0,0,0,0,0,0,0,10940,
2434,  109,79270,39275,415,1765,18095,660,0,0,32,0,45,0,0,0,76,0,21,0,0,147,0,0,0,0,0,0,0,0,0,0,0,      0,82745,63025,0,0,1380,0,0,0,0,0,0,0,
2519,   83,46750,0,95,200,29635,660,0,0,22,50,45,0,0,0,66,0,120,0,0,58,0,0,0,0,0,55425,0,12390,0,8865,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2926,   85,48620,0,90,365,25980,600,0,0,0,0,30,0,0,0,66,0,102,0,0,0,0,0,0,18270,0,36515,12150,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,8120,
4228,  103,117360,0,270,655,36390,660,0,0,0,0,45,0,0,0,66,0,0,0,0,0,0,0,0,23790,29515,36030,0,18030,0,16925,0,      0,0,27735,0,0,0,0,0,0,0,0,0,2650,
3131,  106,86645,0,175,430,37075,660,0,0,0,0,232,0,0,0,65,13,0,0,0,0,0,0,0,0,0,88010,10970,0,0,0,0,      0,0,25345,0,0,0,0,0,0,0,0,0,0,
1239,   61,28860,0,0,0,5400,540,0,0,0,0,30,0,0,0,167,0,0,0,0,228,0,0,0,3905,9665,12685,8005,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
1037,   47,22880,0,165,480,7800,600,0,0,0,431,0,0,0,0,10,0,0,0,0,0,0,0,0,8905,0,12155,4760,0,0,5505,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
3839,  106,64905,905,305,515,16265,660,44,0,0,0,54,0,0,0,65,0,0,0,0,0,0,0,0,7380,0,12885,23850,16710,0,15030,0,      0,0,0,0,0,0,0,0,0,0,0,0,7040,
3792,  113,65800,805,265,605,31995,660,30,0,0,0,71,0,0,0,64,0,0,0,0,0,0,0,0,0,0,64360,23725,11385,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2897,  106,49235,495,240,625,21020,660,30,0,54,0,45,0,0,0,66,0,53,0,0,6,0,99,0,0,3695,18095,0,15285,0,24575,0,      0,0,0,0,0,0,0,0,0,0,0,0,9965,
3844,  128,66135,665,180,440,33990,660,0,0,0,0,107,0,0,30,65,17,10,0,0,0,0,0,0,22225,1755,28215,21860,7485,0,13365,0,      0,0,0,0,0,0,0,0,0,0,0,0,6505,
3936,  110,73825,1155,235,505,27545,660,0,0,9,0,60,0,0,0,64,0,59,0,0,0,0,0,0,21880,14845,36035,13280,0,0,7925,0,      0,0,0,0,0,0,0,0,0,0,0,0,9300,
4700,  115,89845,2195,295,815,50575,660,0,0,0,0,45,0,0,0,66,0,0,0,0,0,0,0,0,30860,0,66745,0,29495,0,16625,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
1479,  167,51980,21135,290,1280,17430,600,0,0,3,180,98,0,0,0,67,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,      0,81520,17985,0,0,0,0,0,0,0,0,0,0,
3771,  116,80860,1195,220,725,37290,660,8,0,0,0,45,0,0,0,66,0,0,0,0,32,0,0,0,13825,0,49075,15560,17045,0,22310,0,      0,0,0,0,0,0,0,0,0,0,0,0,2475,
2756,   83,60070,1915,150,365,25035,480,0,0,5,0,30,0,0,0,60,0,0,0,0,0,0,0,0,26475,25200,11735,14175,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,9950,
1569,   49,25875,780,95,235,15495,570,0,0,4,0,30,0,0,0,73,80,0,0,0,183,0,0,0,6845,2285,12285,18930,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,2135,
6023,  167,20980,275,145,160,6970,660,0,0,0,0,30,0,0,0,55,441,0,0,0,0,0,0,0,11020,0,6580,10930,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2217,  109,68480,1100,125,445,34640,660,0,0,0,0,45,0,0,0,103,20,0,0,0,0,0,0,0,19210,0,48285,12685,10865,0,8185,0,      0,0,0,0,0,0,0,0,0,0,0,0,5560,
2069,   84,50205,22760,205,700,14490,510,0,0,0,0,65,0,0,0,125,22,60,0,0,12,0,0,0,0,0,0,0,0,0,0,0,      0,21100,60070,0,4240,10025,0,0,0,0,0,0,0,
3850,  120,78575,960,160,600,43525,660,0,0,0,0,34,0,0,0,64,0,30,25,0,0,0,0,0,6525,6345,41620,0,19685,0,22340,0,      0,0,11345,0,0,0,0,0,0,0,0,0,15960,
3795,  139,63010,525,115,415,29485,660,0,0,0,0,45,0,0,0,65,0,0,0,0,2,0,0,0,0,4690,63135,13405,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,12320,
3773,  106,69200,800,210,360,27040,660,0,0,0,0,45,0,0,0,62,0,0,0,0,0,0,0,48,31560,1940,24005,11765,0,0,0,0,      0,0,12065,0,0,0,0,0,0,0,0,0,16275,
3761,  115,79580,975,235,565,30635,660,17,0,0,0,45,0,0,0,66,0,0,0,0,4,0,0,0,19360,0,54420,0,11995,0,15925,0,      0,0,0,0,0,0,0,0,0,0,0,0,10290,
2347,  100,45115,535,130,410,26540,660,0,0,0,0,285,0,0,0,67,0,0,0,0,0,0,0,0,14950,0,24355,4095,7175,0,15385,0,      0,0,0,0,0,0,0,0,0,0,0,0,6770,
4763,  180,37245,275,70,190,17255,510,0,0,169,0,30,0,0,0,6,18,0,0,0,0,0,0,0,0,15380,22375,17280,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
4037,  115,75705,775,230,430,34490,660,0,0,0,0,45,0,0,0,66,0,0,0,0,0,0,0,0,2920,14395,66155,0,8005,0,7640,0,      0,0,0,0,0,0,0,0,0,0,0,0,12515,
4086,  109,83640,615,305,470,38305,660,15,0,5,0,45,0,0,0,64,0,0,0,0,0,0,0,0,14495,0,68000,5925,19540,0,15375,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
3831,  110,79655,705,270,480,32555,660,0,0,0,0,45,0,0,0,76,0,0,0,0,0,0,0,0,17360,0,53360,12145,9110,0,19625,0,      0,0,0,0,0,0,0,0,0,0,0,0,2065,
722,  109,23840,10405,150,670,7340,480,0,0,0,0,30,0,0,0,138,0,0,0,0,16,180,0,0,0,0,0,0,0,0,0,0,      0,29180,16635,0,0,0,0,0,0,0,0,0,0,
1675,   79,18565,310,85,125,6500,690,0,0,0,0,30,0,0,0,11,148,0,0,0,337,0,0,0,0,3370,15280,0,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,6935,
3304,  113,66945,670,250,405,26670,660,0,0,0,0,45,0,0,94,66,0,17,0,0,0,0,0,0,19595,0,34270,23080,0,0,17995,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2539,   88,48810,570,210,280,17300,660,0,0,0,0,30,0,0,0,60,0,0,0,0,240,0,0,0,16865,0,19985,9110,11340,0,9870,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
1867,   54,39565,290,195,230,15425,660,15,0,0,0,45,0,0,10,66,0,0,0,0,300,0,0,0,12560,23385,4325,7535,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,7900,
3675,  108,161795,550,285,370,33150,660,0,0,0,0,45,0,0,0,70,0,0,31,0,0,0,0,0,74935,16625,34555,17295,10015,0,8065,0,      0,0,29230,0,0,0,0,0,0,0,0,0,5430,
3675,  108,161795,550,285,370,33150,660,0,0,0,0,45,0,0,0,70,0,0,31,0,0,0,0,0,74935,16625,34555,17295,10015,0,8065,0,      0,0,29230,0,0,0,0,0,0,0,0,0,5430,
1920,   65,101549,470,205,185,21400,660,26,0,275,0,45,0,0,0,68,0,0,0,0,0,0,0,0,52915,0,22790,13645,14975,0,17480,0,      0,0,0,0,0,0,0,0,0,0,0,0,2004,
1170,  140,35630,17230,375,520,13325,480,176,0,0,0,95,0,0,0,64,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,      0,63945,0,0,7060,0,0,0,0,0,0,0,0,
2426,  134,100366,425,260,320,14030,660,30,0,0,180,30,0,0,0,53,0,0,0,0,0,0,0,0,50730,45000,15570,0,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,4101,
1582,   98,32305,245,135,425,6100,660,0,0,0,270,45,0,0,0,120,0,0,0,0,0,0,0,0,0,11900,9950,17360,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2424,  101,60125,635,340,330,15190,660,0,0,0,180,69,0,0,0,66,0,0,0,0,0,0,0,0,11060,0,49910,8145,7505,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2486,  109,49005,530,245,390,18300,660,0,0,0,180,30,0,0,0,65,15,0,0,0,4,0,0,0,25660,0,19755,14915,4040,0,4100,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
4029,  203,23475,155,120,130,7500,660,0,43,180,180,30,0,0,0,6,0,0,43,0,0,0,0,0,14085,0,8220,0,0,0,9075,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
948,  152,9160,105,0,0,3800,660,0,0,20,315,69,0,0,0,41,7,45,0,0,71,0,0,0,3480,5385,0,0,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,4200,
2051,  160,36915,305,245,295,10100,660,0,0,0,165,45,0,0,0,61,0,0,0,0,133,0,0,0,31370,0,0,3060,0,0,9030,0,      0,0,0,0,0,0,0,0,0,0,0,0,4400,
1975,  162,72015,470,165,245,12685,660,20,0,0,165,45,0,0,0,183,0,0,0,0,0,0,0,0,50615,24120,0,1480,0,0,0,0,      0,5115,4250,0,0,0,0,0,0,0,0,0,0,
775,   69,30100,12335,285,930,8705,630,0,0,75,150,210,0,0,0,57,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,      0,38150,16700,0,1350,0,0,0,0,0,0,0,0,
3287,  105,60380,650,215,405,22500,660,0,0,6,0,45,0,0,0,66,0,0,0,0,4,0,0,0,7085,2245,47780,10770,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,16270,
3448,  101,72215,735,310,365,28100,660,0,0,0,0,45,0,0,0,66,0,0,0,0,0,0,0,0,17835,0,51175,11075,15645,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,5995,
5377,  142,60755,545,240,305,23025,480,0,0,0,0,33,0,0,0,66,0,0,0,0,0,0,0,0,12840,0,22710,11220,8355,0,26605,0,      0,0,0,0,0,0,0,0,0,0,0,0,3140,
2420,   89,50885,565,155,200,21580,660,0,0,0,0,67,0,0,11,130,0,0,0,0,187,0,0,0,14840,1060,34500,9820,13165,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2813,  101,64310,555,185,225,21345,660,0,0,8,0,45,0,0,0,64,0,0,0,0,184,0,0,0,7560,6610,22790,10805,7090,0,30665,0,      0,0,0,0,0,0,0,0,0,0,0,0,1100,
1703,   42,36675,365,180,205,19640,660,0,0,0,0,30,0,0,0,36,0,0,0,0,391,0,0,0,15000,0,25335,2215,6115,0,8400,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
0,    0,44065,810,190,390,18090,480,0,0,0,0,80,0,0,0,62,0,0,0,0,94,0,0,0,21630,12915,0,14160,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,14840,
1972,   72,44065,810,190,390,18090,480,0,0,0,0,80,0,0,0,62,0,0,0,0,94,0,0,0,21630,12915,0,14160,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,14840,
3381,   96,73420,690,365,500,34840,660,0,0,0,0,45,0,0,0,61,0,14,0,0,75,0,0,0,13200,15375,12335,27220,7380,0,14805,0,      0,0,6200,0,0,0,0,0,0,0,0,0,13300,
3791,   99,91675,1060,470,400,30180,660,0,0,0,0,45,0,0,0,59,0,0,0,0,0,0,0,0,36585,18045,41030,6875,0,0,10150,0,      0,0,0,0,0,0,0,0,0,0,0,0,11100,
3677,   92,106435,1140,270,410,44110,660,0,0,0,0,45,0,0,0,61,0,0,0,0,0,0,0,0,31255,25400,42375,17015,0,0,22370,0,      0,0,0,0,0,0,0,0,0,0,0,0,13950,
3608,  243,83590,915,215,400,23740,660,0,0,0,0,45,0,0,0,96,0,0,0,0,0,0,0,0,25705,26980,36720,0,4475,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,14980,
3407,  136,77215,1000,385,515,29715,660,0,0,0,0,60,0,0,0,73,0,0,0,0,0,0,0,0,19890,0,50350,21460,0,0,9530,0,      0,0,0,0,0,0,0,0,0,0,0,0,7600,
1988,   82,48860,515,275,205,28120,480,0,0,0,0,101,0,0,0,66,0,0,16,0,0,0,0,0,0,0,43230,27970,0,0,5355,0,      0,0,0,0,0,0,0,0,0,0,0,0,1420,
2529,  120,64965,900,360,330,26120,480,0,0,0,0,30,0,0,0,66,0,0,0,0,0,0,0,0,33455,0,17430,26850,0,0,1840,0,      0,0,0,0,0,0,0,0,0,0,0,0,13100,
915,  103,31090,16475,265,975,10560,480,0,0,5,180,30,0,0,0,77,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,      0,56280,3230,0,4030,0,0,0,0,0,0,0,0,
1937,  104,51090,630,305,280,14465,480,0,0,0,73,30,0,0,0,10,0,0,3,0,73,0,0,0,0,13845,0,6875,0,0,32170,0,      0,5680,0,0,0,0,0,0,0,0,0,0,8200,
2455,  172,61510,625,205,355,26900,480,0,0,0,0,30,0,0,0,75,0,0,0,0,0,0,0,0,18160,12560,32445,0,0,0,18770,0,      0,0,0,0,0,0,0,0,0,0,0,0,7660,
3616,  144,82100,960,410,485,28555,660,30,0,0,0,45,0,0,0,65,0,0,0,0,0,0,0,0,16485,16275,14940,27475,0,0,26785,0,      0,0,0,0,0,0,0,0,0,0,0,0,10550,
3424,  144,90960,1045,595,1505,26130,660,0,0,0,0,45,0,0,0,64,0,33,0,0,4,0,0,0,53370,19320,11045,18200,0,0,18300,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
3332,  151,77385,845,475,470,25730,660,0,0,0,0,30,0,0,0,65,53,52,0,0,0,0,0,0,44275,13380,12850,9745,0,0,24005,0,      0,0,0,0,0,0,0,0,0,0,0,0,650,
3567,  160,77280,905,490,600,26720,660,0,0,0,0,45,0,0,0,112,0,0,0,0,0,0,0,0,43065,13730,25765,16135,0,0,7300,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
818,  102,26860,12265,145,110,6480,480,0,0,0,207,30,0,0,0,85,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,    NaN,19925,20035,0,6145,3110,0,0,0,0,0,0,0,
4898,  221,54910,560,300,370,21070,630,0,0,156,0,30,0,0,0,139,0,0,0,0,0,0,21,0,0,17045,13270,23040,0,0,20580,0,      0,0,0,0,0,0,0,0,0,0,0,0,3275,
3321,  133,97550,680,285,370,49170,660,0,0,0,0,45,0,0,0,84,0,0,0,0,0,0,0,0,90220,6105,36050,8430,0,0,7250,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2430,  106,58830,380,205,225,28665,660,0,0,3,0,240,0,0,0,69,0,0,0,0,0,0,0,0,50675,6800,14720,3985,0,0,10375,0,      0,0,0,0,0,0,0,0,0,0,0,0,1750,
2639,  108,79740,620,225,440,40625,600,0,0,0,0,30,0,0,0,166,29,0,0,0,0,0,0,0,98850,7000,0,10720,0,0,5080,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
717,   79,9150,8190,195,170,6595,480,0,0,0,149,64,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14225,0,      0,0,0,0,0,10075,0,0,0,0,0,0,0,
1910,   91,53290,390,205,470,13560,480,0,0,0,0,30,0,0,0,183,0,0,0,0,0,0,0,0,0,37045,0,30870,0,0,0,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
2716,  101,61225,720,160,290,27685,480,0,0,0,0,30,0,0,4,91,0,0,0,0,0,0,0,0,2730,0,38590,3235,0,0,13265,0,      0,0,0,0,0,0,0,0,0,0,0,0,32260,
3913,  144,113490,585,265,255,38645,630,0,0,33,0,75,0,0,0,78,0,0,0,0,0,0,0,0,46625,11525,58760,7720,0,0,11720,0,      0,0,0,0,0,0,0,0,0,0,0,0,16890,
999,   82,15655,2890,100,195,10175,510,0,0,0,84,44,0,0,0,169,0,0,0,0,0,0,0,0,0,0,15780,0,0,0,0,0,      0,13880,0,0,210,0,0,0,0,0,0,0,0,
1763,  140,54965,12675,130,170,9830,630,0,0,56,0,181,0,0,0,117,35,0,0,3,0,0,0,0,11705,0,0,0,0,0,2950,0,      0,12860,54440,0,0,0,0,0,0,0,0,0,0,
2377,  123,97495,680,410,325,40280,630,0,0,0,0,45,0,0,0,301,0,0,0,0,0,0,0,0,59425,15220,16880,18160,0,0,18405,0,      0,0,0,0,0,0,0,0,0,0,0,0,11100,
2637,   99,62755,675,220,270,27800,480,0,0,0,0,30,0,0,0,65,7,0,45,0,0,0,0,0,14235,11295,28065,19645,0,0,18480,0,      0,0,0,0,0,0,0,0,0,0,0,0,0,
4287,  137,96590,780,275,530,34525,660,0,0,0,0,45,0,0,0,63,0,0,0,0,13,0,0,0,23305,16460,45365,12000,0,0,18300,0,    NaN,0,0,0,0,0,0,0,0,0,0,0,17270,
1808,   81,72625,28700,180,495,11475,480,0,0,5,0,90,0,0,0,145,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,      0,64705,50005,0,6035,600,0,0,0,0,0,0,0,
4255,  143,94660,1605,220,490,28305,660,0,0,0,0,105,0,0,0,63,20,0,15,0,0,0,0,0,21675,18360,41455,21760,0,0,12730,0,      0,0,0,0,0,0,0,0,0,0,0,0,9300,
2621,  200,50040,650,120,160,22470,480,0,0,63,0,62,0,0,0,57,0,0,0,0,0,0,0,0,7785,4600,28490,14145,0,0,12920,0,      0,0,0,0,0,0,0,0,0,0,0,0,5500,
